측정일시,측정소명,이산화질소농도(ppm),오존농도(ppm),이산화탄소농도(ppm),아황산가스(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
2020-11-22,성동구,0.02,0.023,0.4,0.002,24,19
2020-11-22,성북구,0.019,0.017,0.4,0.002,27,15
2020-11-22,송파구,0.018,0.022,0.4,0.003,23,17
2020-11-22,양천구,0.016,0.02,0.1,0.003,30,21
2020-11-22,영등포구,0.017,0.017,0.5,0.003,26,19
2020-11-22,용산구,0.016,0.015,0.4,0.003,26,17
2020-11-22,은평구,0.013,0.023,0.5,0.003,25,20
2020-11-22,종로구,0.015,0.023,0.4,0.003,28,20
2020-11-22,중구,0.014,0.02,0.4,0.002,31,21
2020-11-22,중랑구,0.02,0.017,0.4,0.003,25,17
2020-11-23,강남구,0.019,0.016,0.4,0.003,21,16
2020-11-23,강동구,0.022,0.016,0.4,0.003,27,18
2020-11-23,강북구,0.012,0.017,0.4,0.003,29,17
2020-11-23,강서구,0.02,0.017,0.4,0.004,25,14
2020-11-23,관악구,0.022,0.015,0.4,0.003,22,13
2020-11-23,광진구,0.015,0.012,0.5,0.002,24,16
2020-11-23,구로구,0.02,0.016,0.3,0.003,24,10
2020-11-23,금천구,0.024,0.016,0.5,0.003,27,16
2020-11-23,노원구,0.017,0.019,0.4,0.003,26,18
2020-11-23,도봉구,0.011,0.021,0.3,0.003,19,14
2020-11-23,동대문구,0.017,0.019,0.4,0.002,22,16
2020-11-23,동작구,0.02,0.017,0.3,0.003,29,17
2020-11-23,마포구,0.025,0.013,0.4,0.003,23,14
2020-11-23,서대문구,0.015,0.017,0.7,0.004,18,12
2020-11-23,서초구,0.021,0.015,0.4,0.002,23,15
2020-11-23,성동구,0.024,0.018,0.4,0.003,23,16
2020-11-23,성북구,0.021,0.014,0.4,0.003,27,13
2020-11-23,송파구,0.024,0.016,0.5,0.003,24,16
2020-11-23,양천구,0.021,0.017,0.3,0.003,28,16
2020-11-23,영등포구,0.021,0.014,0.4,0.003,23,14
2020-11-23,용산구,0.018,0.012,0.4,0.003,39,14
2020-11-23,은평구,0.015,0.02,0.5,0.004,23,13
2020-11-23,종로구,0.018,0.019,0.4,0.003,27,17
2020-11-23,중구,0.017,0.018,0.4,0.003,29,17
2020-11-23,중랑구,0.022,0.015,0.4,0.003,24,15
2020-11-24,강남구,0.038,0.005,0.5,0.004,22,15
2020-11-24,강동구,0.039,0.006,0.5,0.003,31,20
2020-11-24,강북구,0.028,0.008,0.5,0.003,31,17
2020-11-24,강서구,0.034,0.008,0.5,0.004,25,13
2020-11-24,관악구,0.041,0.007,0.5,0.003,22,12
2020-11-24,광진구,0.023,0.006,0.6,0.003,26,17
2020-11-24,구로구,0.03,0.01,0.4,0.003,24,9
2020-11-24,금천구,0.04,0.008,0.5,0.004,26,15
2020-11-24,노원구,0.034,0.008,0.5,0.003,29,20
2020-11-24,도봉구,0.031,0.006,0.4,0.003,27,19
2020-11-24,동대문구,0.04,0.006,0.6,0.003,25,18
2020-11-24,동작구,0.038,0.008,0.4,0.003,27,15
2020-11-24,마포구,0.039,0.007,0.5,0.003,23,13
2020-11-24,서대문구,0.033,0.006,0.9,0.005,21,11
2020-11-24,서초구,0.04,0.007,0.4,0.003,23,14
2020-11-24,성동구,0.039,0.006,0.5,0.004,25,17
2020-11-24,성북구,0.039,0.005,0.5,0.003,33,15
2020-11-24,송파구,0.038,0.008,0.6,0.003,27,16
2020-11-24,양천구,0.035,0.009,0.5,0.004,29,15
2020-11-24,영등포구,0.032,0.008,0.5,0.003,22,12
2020-11-24,용산구,0.032,0.006,0.5,0.003,34,13
2020-11-24,은평구,0.027,0.01,0.5,0.004,23,13
2020-11-24,종로구,0.036,0.008,0.6,0.004,28,17
2020-11-24,중구,0.035,0.007,0.5,0.003,31,16
2020-11-24,중랑구,0.036,0.007,0.5,0.003,26,15
2020-11-25,강남구,0.042,0.005,0.7,0.004,33,23
2020-11-25,강동구,0.046,0.005,0.6,0.003,46,29
2020-11-25,강북구,0.034,0.006,0.6,0.003,41,23
2020-11-25,강서구,0.041,0.009,0.8,0.005,41,23
2020-11-25,관악구,0.046,0.008,0.7,0.003,31,18
2020-11-25,광진구,0.026,0.004,0.7,0.003,35,24
2020-11-25,구로구,0.035,0.009,0.5,0.004,37,20
2020-11-25,금천구,0.047,0.008,0.7,0.004,38,21
2020-11-25,노원구,0.039,0.006,0.7,0.004,41,29
2020-11-25,도봉구,0.034,0.006,0.6,0.003,39,27
2020-11-25,동대문구,0.044,0.006,0.7,0.003,36,26
2020-11-25,동작구,0.042,0.008,0.6,0.003,35,21
2020-11-25,마포구,0.046,0.007,0.6,0.004,31,20
2020-11-25,서대문구,0.037,0.007,1.1,0.005,30,13
2020-11-25,서초구,0.045,0.007,0.6,0.004,39,24
2020-11-25,성동구,0.042,0.007,0.6,0.004,35,25
2020-11-25,성북구,0.043,0.005,0.7,0.003,45,23
2020-11-25,송파구,0.042,0.006,0.7,0.004,37,24
2020-11-25,양천구,0.042,0.009,0.6,0.004,39,25
2020-11-25,영등포구,0.038,0.007,0.6,0.004,33,21
2020-11-25,용산구,0.036,0.004,0.6,0.004,39,19
2020-11-25,은평구,0.03,0.01,0.6,0.004,30,19
2020-11-25,종로구,0.043,0.007,0.7,0.004,38,24
2020-11-25,중구,0.04,0.006,0.6,0.003,40,23
2020-11-25,중랑구,0.043,0.004,0.6,0.004,38,22
2020-11-26,강남구,0.041,0.008,0.8,0.004,49,36
2020-11-26,강동구,0.039,0.009,0.6,0.003,55,38
2020-11-26,강북구,0.029,0.01,0.7,0.004,63,37
2020-11-26,강서구,0.041,0.009,0.9,0.006,66,38
2020-11-26,관악구,0.046,0.008,0.8,0.004,51,33
2020-11-26,광진구,0.025,0.006,0.8,0.003,49,36
2020-11-26,구로구,0.036,0.009,0.6,0.005,65,40
2020-11-26,금천구,0.047,0.009,0.9,0.004,64,42
2020-11-26,노원구,0.039,0.009,0.8,0.004,60,42
2020-11-26,도봉구,0.03,0.011,0.7,0.004,57,43
2020-11-26,동대문구,0.041,0.01,0.8,0.004,52,39
2020-11-26,동작구,0.044,0.009,0.7,0.004,62,39
2020-11-26,마포구,0.047,0.006,0.8,0.004,50,37
2020-11-26,서대문구,0.034,0.011,1.2,0.005,52,27
2020-11-26,서초구,0.043,0.009,0.7,0.004,65,43
2020-11-26,성동구,0.045,0.008,0.8,0.004,53,39
2020-11-26,성북구,0.042,0.007,0.8,0.003,61,34
2020-11-26,송파구,0.039,0.009,0.8,0.004,48,33
2020-11-26,양천구,0.043,0.008,0.8,0.005,67,45
2020-11-26,영등포구,0.04,0.006,0.8,0.004,57,39
2020-11-26,용산구,0.033,0.007,0.7,0.004,64,31
2020-11-26,은평구,0.028,0.014,0.8,0.005,53,37
2020-11-26,종로구,0.04,0.01,0.9,0.004,58,38
2020-11-26,중구,0.04,0.01,0.7,0.004,69,40
2020-11-26,중랑구,0.042,0.008,0.7,0.004,54,33
2020-11-27,강남구,0.027,0.015,0.6,0.004,37,27
2020-11-27,강동구,0.028,0.014,0.5,0.003,47,32
2020-11-27,강북구,0.017,0.017,0.5,0.004,45,27
2020-11-27,강서구,0.026,0.015,0.7,0.004,49,29
2020-11-27,관악구,0.029,0.014,0.6,0.004,36,23
2020-11-27,광진구,0.019,0.011,0.7,0.002,40,30
2020-11-27,구로구,0.023,0.015,0.4,0.004,43,25
2020-11-27,금천구,0.031,0.012,0.6,0.006,43,27
2020-11-27,노원구,0.024,0.017,0.6,0.003,43,31
2020-11-27,도봉구,0.017,0.019,0.5,0.003,36,27
2020-11-27,동대문구,0.024,0.017,0.6,0.003,39,28
2020-11-27,동작구,0.026,0.016,0.5,0.003,46,28
2020-11-27,마포구,0.03,0.011,0.6,0.004,41,29
2020-11-27,서대문구,0.022,0.015,0.9,0.004,38,20
2020-11-27,서초구,0.025,0.016,0.5,0.005,44,28
2020-11-27,성동구,0.032,0.017,0.6,0.003,39,29
2020-11-27,성북구,0.029,0.013,0.6,0.003,45,23
2020-11-27,송파구,0.034,0.011,0.7,0.004,42,30
2020-11-27,양천구,0.027,0.015,0.6,0.004,50,31
2020-11-27,영등포구,0.024,0.013,0.6,0.004,41,28
2020-11-27,용산구,0.022,0.011,0.5,0.004,51,27
2020-11-27,은평구,0.018,0.02,0.7,0.004,41,28
2020-11-27,종로구,0.024,0.018,0.6,0.004,45,30
2020-11-27,중구,0.024,0.017,0.6,0.003,52,31
2020-11-27,중랑구,0.03,0.013,0.6,0.003,42,26
2020-11-28,강남구,0.014,0.02,0.4,0.003,18,13
2020-11-28,강동구,0.015,0.022,0.3,0.003,25,15
2020-11-28,강북구,0.007,0.022,0.4,0.003,28,15
2020-11-28,강서구,0.014,0.022,0.4,0.004,24,13
2020-11-28,관악구,0.016,0.019,0.4,0.003,20,11
2020-11-28,광진구,0.01,0.016,0.5,0.002,20,14
2020-11-28,구로구,0.013,0.021,0.3,0.003,22,9
2020-11-28,금천구,0.018,0.021,0.4,0.007,25,14
2020-11-28,노원구,0.011,0.025,0.4,0.003,24,16
2020-11-28,도봉구,0.005,0.027,0.3,0.003,19,13
2020-11-28,동대문구,0.012,0.022,0.4,0.003,19,14
2020-11-28,동작구,0.014,0.021,0.3,0.003,27,15
2020-11-28,마포구,0.017,0.018,0.4,0.003,20,11
2020-11-28,서대문구,0.012,0.021,0.7,0.004,17,7
2020-11-28,서초구,0.015,0.022,0.3,0.004,21,11
2020-11-28,성동구,0.019,0.023,0.4,0.003,19,13
2020-11-28,성북구,0.015,0.019,0.5,0.003,25,11
2020-11-28,송파구,0.019,0.02,0.4,0.004,22,15
2020-11-28,양천구,0.017,0.021,0.4,0.004,26,15
2020-11-28,영등포구,0.015,0.018,0.4,0.003,20,12
2020-11-28,용산구,0.012,0.017,0.4,0.003,29,12
2020-11-28,은평구,0.011,0.025,0.5,0.004,20,11
2020-11-28,종로구,0.012,0.024,0.4,0.003,24,14
2020-11-28,중구,0.012,0.022,0.4,0.003,26,13
2020-11-28,중랑구,0.017,0.019,0.4,0.003,22,12
2020-11-29,강남구,0.017,0.018,0.4,0.003,21,14
2020-11-29,강동구,0.02,0.018,0.4,0.002,28,19
2020-11-29,강북구,0.011,0.019,0.4,0.003,28,15
2020-11-29,강서구,0.019,0.018,0.5,0.004,27,15
2020-11-29,관악구,0.023,0.015,0.5,0.003,22,12
2020-11-29,광진구,0.012,0.014,0.5,0.002,23,16
2020-11-29,구로구,0.018,0.017,0.3,0.004,25,11
2020-11-29,금천구,0.023,0.017,0.5,0.005,27,16
2020-11-29,노원구,0.016,0.022,0.4,0.003,27,18
2020-11-29,도봉구,0.01,0.023,0.3,0.003,23,16
2020-11-29,동대문구,0.016,0.02,0.4,0.003,22,16
2020-11-29,동작구,0.021,0.016,0.4,0.003,28,16
2020-11-29,마포구,0.022,0.015,0.4,0.003,23,14
2020-11-29,서대문구,0.017,0.018,0.8,0.004,20,9
2020-11-29,서초구,0.02,0.018,0.4,0.004,23,14
2020-11-29,성동구,0.025,0.02,0.4,0.002,23,16
2020-11-29,성북구,0.019,0.017,0.5,0.003,27,11
2020-11-29,송파구,0.022,0.018,0.5,0.004,24,16
2020-11-29,양천구,0.021,0.018,0.5,0.004,28,16
2020-11-29,영등포구,0.018,0.016,0.5,0.004,24,14
2020-11-29,용산구,0.017,0.014,0.4,0.003,35,14
2020-11-29,은평구,0.014,0.022,0.6,0.004,23,14
2020-11-29,종로구,0.015,0.023,0.4,0.003,26,16
2020-11-29,중구,0.018,0.019,0.4,0.003,31,16
2020-11-29,중랑구,0.019,0.017,0.5,0.003,25,14
2020-11-30,강남구,0.026,0.016,0.5,0.004,22,16
2020-11-30,강동구,0.03,0.015,0.4,0.003,30,19
2020-11-30,강북구,0.016,0.018,0.5,0.004,32,17
2020-11-30,강서구,0.026,0.017,0.5,0.004,31,17
2020-11-30,관악구,0.029,0.015,0.5,0.003,23,14
2020-11-30,광진구,0.017,0.012,0.5,0.002,23,16
2020-11-30,구로구,0.023,0.017,0.4,0.004,29,13
2020-11-30,금천구,0.032,0.015,0.6,0.005,32,19
2020-11-30,노원구,0.026,0.016,0.5,0.004,29,20
2020-11-30,도봉구,0.018,0.02,0.4,0.003,24,18
2020-11-30,동대문구,0.027,0.015,0.5,0.003,24,17
2020-11-30,동작구,0.027,0.016,0.4,0.003,29,18
2020-11-30,마포구,0.031,0.014,0.5,0.003,23,14
2020-11-30,서대문구,0.023,0.016,1,0.005,22,10
2020-11-30,서초구,0.027,0.018,0.4,0.004,23,14
2020-11-30,성동구,0.033,0.016,0.5,0.003,24,16
2020-11-30,성북구,0.029,0.014,0.7,0.003,31,14
2020-11-30,송파구,0.031,0.015,0.5,0.004,25,17
2020-11-30,양천구,0.029,0.014,0.6,0.004,29,18
2020-11-30,영등포구,0.023,0.016,0.5,0.004,24,15
2020-11-30,용산구,0.022,0.013,0.5,0.003,32,14
2020-11-30,은평구,0.019,0.02,0.7,0.005,25,15
2020-11-30,종로구,0.026,0.018,0.6,0.004,28,18
2020-11-30,중구,0.024,0.018,0.5,0.003,30,16
2020-11-30,중랑구,0.025,0.016,0.5,0.004,25,14
2020-12-01,강남구,0.032,0.012,0.6,0.004,29,19
2020-12-01,강동구,0.033,0.013,0.4,0.003,36,22
2020-12-01,강북구,0.019,0.016,0.5,0.003,34,18
2020-12-01,강서구,0.028,0.015,0.6,0.004,37,19
2020-12-01,관악구,0.035,0.012,0.6,0.003,29,17
2020-12-01,광진구,0.021,0.01,0.5,0.002,29,20
2020-12-01,구로구,0.026,0.014,0.4,0.004,35,14
2020-12-01,금천구,0.036,0.012,0.6,0.005,37,22
2020-12-01,노원구,0.022,0.02,0.4,0.004,33,22
2020-12-01,도봉구,0.022,0.017,0.4,0.003,27,18
2020-12-01,동대문구,0.034,0.01,0.6,0.003,28,20
2020-12-01,동작구,0.032,0.013,0.5,0.003,36,20
2020-12-01,마포구,0.037,0.01,0.6,0.003,32,20
2020-12-01,서대문구,0.027,0.014,1.1,0.006,23,11
2020-12-01,서초구,0.033,0.014,0.5,0.004,31,17
2020-12-01,성동구,0.038,0.012,0.5,0.004,29,20
2020-12-01,성북구,0.031,0.011,0.7,0.003,33,15
2020-12-01,송파구,0.034,0.013,0.6,0.004,32,20
2020-12-01,양천구,0.031,0.011,0.5,0.004,38,21
2020-12-01,영등포구,0.03,0.009,0.6,0.004,30,19
2020-12-01,용산구,0.027,0.01,0.5,0.003,39,17
2020-12-01,은평구,0.022,0.018,0.7,0.004,25,15
2020-12-01,종로구,0.031,0.015,0.6,0.003,32,21
2020-12-01,중구,0.028,0.016,0.5,0.003,37,19
2020-12-01,중랑구,0.028,0.015,0.5,0.003,29,16
2020-12-02,강남구,0.031,0.012,0.6,0.004,28,17
2020-12-02,강동구,0.036,0.009,0.4,0.003,40,24
2020-12-02,강북구,0.023,0.014,0.5,0.004,39,19
2020-12-02,강서구,0.026,0.017,0.5,0.004,36,17
2020-12-02,관악구,0.034,0.012,0.5,0.003,28,15
2020-12-02,광진구,0.022,0.009,0.5,0.002,30,20
2020-12-02,구로구,0.025,0.015,0.4,0.004,35,13
2020-12-02,금천구,0.03,0.012,0.5,0.004,34,18
2020-12-02,노원구,0.021,0.021,0.5,0.004,36,23
2020-12-02,도봉구,0.019,0.019,0.4,0.003,31,19
2020-12-02,동대문구,0.03,0.014,0.6,0.003,30,21
2020-12-02,동작구,0.032,0.012,0.5,0.003,39,20
2020-12-02,마포구,0.033,0.011,0.5,0.004,32,19
2020-12-02,서대문구,0.027,0.013,0.9,0.005,26,11
2020-12-02,서초구,0.033,0.013,0.5,0.004,33,18
2020-12-02,성동구,0.035,0.017,0.5,0.004,28,18
2020-12-02,성북구,0.032,0.012,0.7,0.003,39,16
2020-12-02,송파구,0.036,0.011,0.6,0.004,33,20
2020-12-02,양천구,0.029,0.013,0.5,0.004,38,19
2020-12-02,영등포구,0.028,0.012,0.6,0.004,31,18
2020-12-02,용산구,0.029,0.009,0.5,0.003,43,17
2020-12-02,은평구,0.022,0.017,0.7,0.004,31,17
2020-12-02,종로구,0.031,0.014,0.6,0.004,34,20
2020-12-02,중구,0.031,0.014,0.5,0.003,37,19
2020-12-02,중랑구,0.034,0.011,0.5,0.004,34,18
2020-12-03,강남구,0.02,0.023,0.5,0.004,21,14
2020-12-03,강동구,0.022,0.021,0.5,0.003,29,18
2020-12-03,강북구,0.011,0.024,0.4,0.004,28,15
2020-12-03,강서구,0.022,0.021,0.4,0.004,28,14
2020-12-03,관악구,0.023,0.02,0.5,0.003,23,13
2020-12-03,광진구,0.014,0.017,0.4,0.002,24,15
2020-12-03,구로구,0.019,0.022,0.3,0.004,28,12
2020-12-03,금천구,0.023,0.026,0.5,0.005,28,17
2020-12-03,노원구,0.014,0.03,0.4,0.004,29,19
2020-12-03,도봉구,0.012,0.028,0.3,0.003,22,14
2020-12-03,동대문구,0.018,0.024,0.4,0.003,22,16
2020-12-03,동작구,0.021,0.022,0.4,0.003,30,17
2020-12-03,마포구,0.026,0.018,0.5,0.004,25,14
2020-12-03,서대문구,0.019,0.023,0.7,0.005,19,11
2020-12-03,서초구,0.02,0.024,0.4,0.004,23,13
2020-12-03,성동구,0.029,0.026,0.4,0.004,22,15
2020-12-03,성북구,0.022,0.02,0.5,0.003,30,11
2020-12-03,송파구,0.024,0.024,0.5,0.004,26,16
2020-12-03,양천구,0.025,0.018,0.5,0.004,30,17
2020-12-03,영등포구,0.023,0.017,0.5,0.004,25,16
2020-12-03,용산구,0.019,0.018,0.4,0.003,36,13
2020-12-03,은평구,0.015,0.028,0.5,0.004,24,13
2020-12-03,종로구,0.017,0.024,0.4,0.004,26,17
2020-12-03,중구,0.019,0.025,0.4,0.003,29,16
2020-12-03,중랑구,0.021,0.021,0.4,0.004,24,14
2020-12-04,강남구,0.029,0.014,0.5,0.004,26,17
2020-12-04,강동구,0.029,0.015,0.5,0.003,36,22
2020-12-04,강북구,0.019,0.016,0.5,0.003,37,19
2020-12-04,강서구,0.03,0.016,0.3,0.005,34,18
2020-12-04,관악구,0.031,0.015,0.5,0.003,26,15
2020-12-04,광진구,0.019,0.011,0.5,0.002,30,20
2020-12-04,구로구,0.025,0.016,0.4,0.004,33,13
2020-12-04,금천구,0.031,0.015,0.5,0.004,32,19
2020-12-04,노원구,0.029,0.016,0.6,0.004,36,24
2020-12-04,도봉구,0.021,0.019,0.4,0.002,29,19
2020-12-04,동대문구,0.024,0.018,0.5,0.003,27,20
2020-12-04,동작구,0.03,0.015,0.4,0.003,34,18
2020-12-04,마포구,0.032,0.013,0.5,0.003,27,16
2020-12-04,서대문구,0.027,0.015,0.6,0.006,23,17
2020-12-04,서초구,0.03,0.016,0.4,0.004,28,16
2020-12-04,성동구,0.037,0.016,0.5,0.004,28,18
2020-12-04,성북구,0.03,0.014,0.5,0.003,36,16
2020-12-04,송파구,0.033,0.014,0.6,0.004,31,19
2020-12-04,양천구,0.031,0.014,0.5,0.004,35,18
2020-12-04,영등포구,0.027,0.014,0.5,0.004,26,16
2020-12-04,용산구,0.023,0.013,0.4,0.003,38,16
2020-12-04,은평구,0.022,0.018,0.5,0.004,25,14
2020-12-04,종로구,0.023,0.019,0.5,0.004,30,19
2020-12-04,중구,0.028,0.017,0.5,0.003,34,19
2020-12-04,중랑구,0.029,0.015,0.5,0.004,31,17
2020-12-05,강남구,0.037,0.01,0.6,0.003,32,22
2020-12-05,강동구,0.039,0.008,0.6,0.003,41,27
2020-12-05,강북구,0.027,0.013,0.6,0.003,37,21
2020-12-05,강서구,0.043,0.01,0.4,0.005,39,21
2020-12-05,관악구,0.043,0.01,0.6,0.003,31,18
2020-12-05,광진구,0.025,0.006,0.6,0.002,33,23
2020-12-05,구로구,0.034,0.011,0.5,0.004,38,19
2020-12-05,금천구,0.044,0.009,0.7,0.004,37,23
2020-12-05,노원구,0.037,0.011,0.7,0.004,36,27
2020-12-05,도봉구,0.03,0.014,0.5,0.002,31,23
2020-12-05,동대문구,0.037,0.011,0.6,0.003,32,24
2020-12-05,동작구,0.041,0.011,0.6,0.003,38,22
2020-12-05,마포구,0.047,0.009,0.7,0.003,32,22
2020-12-05,서대문구,0.039,0.01,0.8,0.006,27,15
2020-12-05,서초구,0.042,0.01,0.6,0.004,36,23
2020-12-05,성동구,0.045,0.01,0.6,0.004,33,23
2020-12-05,성북구,0.041,0.008,0.7,0.003,40,20
2020-12-05,송파구,0.041,0.009,0.7,0.004,34,23
2020-12-05,양천구,0.043,0.01,0.7,0.004,39,23
2020-12-05,영등포구,0.041,0.009,0.7,0.004,32,22
2020-12-05,용산구,0.035,0.008,0.6,0.003,45,21
2020-12-05,은평구,0.031,0.013,0.6,0.004,30,19
2020-12-05,종로구,0.039,0.013,0.7,0.003,36,23
2020-12-05,중구,0.044,0.009,0.7,0.003,43,25
2020-12-05,중랑구,0.041,0.008,0.7,0.003,35,21
2020-12-06,강남구,0.034,0.013,0.6,0.004,36,29
2020-12-06,강동구,0.037,0.011,0.7,0.003,49,37
2020-12-06,강북구,0.027,0.015,0.6,0.004,47,31
2020-12-06,강서구,0.037,0.014,0.4,0.005,46,30
2020-12-06,관악구,0.042,0.012,0.6,0.004,38,26
2020-12-06,광진구,0.023,0.009,0.7,0.002,41,32
2020-12-06,구로구,0.032,0.014,0.4,0.004,45,30
2020-12-06,금천구,0.036,0.013,0.6,0.004,44,32
2020-12-06,노원구,0.037,0.013,0.7,0.004,47,38
2020-12-06,도봉구,0.029,0.016,0.5,0.003,42,34
2020-12-06,동대문구,0.035,0.014,0.7,0.003,41,36
2020-12-06,동작구,0.035,0.015,0.5,0.003,42,28
2020-12-06,마포구,0.045,0.011,0.7,0.004,36,29
2020-12-06,서대문구,0.034,0.014,0.8,0.006,35,21
2020-12-06,서초구,0.038,0.014,0.6,0.004,44,31
2020-12-06,성동구,0.045,0.013,0.6,0.003,39,31
2020-12-06,성북구,0.038,0.011,0.7,0.003,50,31
2020-12-06,송파구,0.038,0.013,0.6,0.004,39,29
2020-12-06,양천구,0.039,0.012,0.6,0.004,48,31
2020-12-06,영등포구,0.036,0.012,0.7,0.004,39,31
2020-12-06,용산구,0.033,0.009,0.6,0.003,52,27
2020-12-06,은평구,0.026,0.018,0.6,0.004,40,29
2020-12-06,종로구,0.036,0.015,0.7,0.004,45,33
2020-12-06,중구,0.04,0.013,0.7,0.004,51,34
2020-12-06,중랑구,0.04,0.011,0.7,0.004,45,29
2020-12-07,강남구,0.031,0.018,0.6,0.004,46,37
2020-12-07,강동구,0.031,0.017,0.7,0.003,58,43
2020-12-07,강북구,0.024,0.019,0.6,0.004,61,39
2020-12-07,강서구,0.03,0.02,0.4,0.005,62,39
2020-12-07,관악구,0.031,0.018,0.6,0.004,50,35
2020-12-07,광진구,0.022,0.013,0.7,0.002,48,37
2020-12-07,구로구,0.027,0.019,0.5,0.005,60,40
2020-12-07,금천구,0.03,0.021,0.6,0.004,59,41
2020-12-07,노원구,0.023,0.027,0.6,0.004,56,46
2020-12-07,도봉구,0.025,0.021,0.6,0.003,50,41
2020-12-07,동대문구,0.031,0.018,0.7,0.004,50,42
2020-12-07,동작구,0.032,0.02,0.6,0.004,62,41
2020-12-07,마포구,0.036,0.016,0.6,0.004,49,39
2020-12-07,서대문구,0.03,0.019,0.7,0.006,49,33
2020-12-07,서초구,0.033,0.017,0.6,0.005,59,43
2020-12-07,성동구,0.039,0.021,0.6,0.004,49,37
2020-12-07,성북구,0.035,0.015,0.7,0.004,60,36
2020-12-07,송파구,0.036,0.017,0.7,0.004,48,37
2020-12-07,양천구,0.031,0.018,0.6,0.004,64,42
2020-12-07,영등포구,0.032,0.015,0.7,0.005,53,43
2020-12-07,용산구,0.029,0.013,0.6,0.004,70,34
2020-12-07,은평구,0.024,0.022,0.7,0.004,56,43
2020-12-07,종로구,0.031,0.02,0.7,0.004,56,41
2020-12-07,중구,0.031,0.02,0.6,0.004,67,47
2020-12-07,중랑구,0.035,0.016,0.7,0.004,54,34
2020-12-08,강남구,0.023,0.02,0.4,0.003,20,13
2020-12-08,강동구,0.027,0.018,0.4,0.003,27,17
2020-12-08,강북구,0.016,0.021,0.4,0.003,25,13
2020-12-08,강서구,0.025,0.02,0.3,0.004,26,14
2020-12-08,관악구,0.026,0.018,0.4,0.003,20,11
2020-12-08,광진구,0.02,0.013,0.5,0.002,22,14
2020-12-08,구로구,0.023,0.021,0.3,0.004,24,10
2020-12-08,금천구,0.027,0.021,0.4,0.003,27,14
2020-12-08,노원구,0.024,0.022,0.4,0.004,24,18
2020-12-08,도봉구,0.016,0.025,0.3,0.002,19,13
2020-12-08,동대문구,0.022,0.021,0.4,0.003,19,14
2020-12-08,동작구,0.024,0.021,0.4,0.003,27,14
2020-12-08,마포구,0.028,0.017,0.4,0.003,22,12
2020-12-08,서대문구,0.019,0.023,0.4,0.005,16,9
2020-12-08,서초구,0.026,0.019,0.3,0.003,22,11
2020-12-08,성동구,0.031,0.022,0.4,0.003,20,13
2020-12-08,성북구,0.028,0.016,0.5,0.003,26,10
2020-12-08,송파구,0.029,0.019,0.5,0.003,23,14
2020-12-08,양천구,0.027,0.018,0.4,0.003,27,15
2020-12-08,영등포구,0.025,0.017,0.5,0.003,21,13
2020-12-08,용산구,0.022,0.015,0.4,0.003,33,12
2020-12-08,은평구,0.017,0.026,0.5,0.004,19,11
2020-12-08,종로구,0.022,0.023,0.4,0.003,23,14
2020-12-08,중구,0.021,0.023,0.4,0.003,26,15
2020-12-08,중랑구,0.027,0.017,0.4,0.003,23,13
2020-12-09,강남구,0.046,0.004,0.7,0.003,34,24
2020-12-09,강동구,0.047,0.004,0.7,0.003,46,28
2020-12-09,강북구,0.035,0.007,0.6,0.003,37,20
2020-12-09,강서구,0.049,0.005,0.4,0.005,43,22
2020-12-09,관악구,0.053,0.003,0.7,0.003,30,18
2020-12-09,광진구,0.03,0.002,0.7,0.002,35,24
2020-12-09,구로구,0.046,0.006,0.5,0.004,43,23
2020-12-09,금천구,0.053,0.004,0.7,0.004,38,24
2020-12-09,노원구,0.044,0.006,0.8,0.005,41,28
2020-12-09,도봉구,0.036,0.007,0.6,0.003,34,25
2020-12-09,동대문구,0.047,0.004,0.7,0.003,35,27
2020-12-09,동작구,0.05,0.005,0.6,0.003,39,21
2020-12-09,마포구,0.052,0.004,0.7,0.004,34,24
2020-12-09,서대문구,0.043,0.006,0.8,0.007,28,13
2020-12-09,서초구,0.051,0.005,0.6,0.003,39,22
2020-12-09,성동구,0.05,0.006,0.7,0.004,34,22
2020-12-09,성북구,0.046,0.005,0.8,0.004,44,21
2020-12-09,송파구,0.046,0.005,0.7,0.004,34,23
2020-12-09,양천구,0.051,0.004,0.7,0.004,47,26
2020-12-09,영등포구,0.049,0.003,0.8,0.004,37,24
2020-12-09,용산구,0.041,0.003,0.6,0.003,40,20
2020-12-09,은평구,0.037,0.007,0.7,0.004,30,18
2020-12-09,종로구,0.048,0.005,0.8,0.004,39,25
2020-12-09,중구,0.052,0.004,0.7,0.003,45,27
2020-12-09,중랑구,0.045,0.005,0.7,0.004,37,20
2020-12-10,강남구,0.043,0.008,0.8,0.004,52,41
2020-12-10,강동구,0.046,0.005,0.7,0.003,63,45
2020-12-10,강북구,0.046,0.007,0.9,0.004,69,42
2020-12-10,강서구,0.046,0.01,0.5,0.005,67,41
2020-12-10,관악구,0.049,0.008,0.7,0.004,50,36
2020-12-10,광진구,0.031,0.004,0.8,0.002,52,40
2020-12-10,구로구,0.042,0.01,0.5,0.005,63,43
2020-12-10,금천구,0.048,0.008,0.7,0.005,63,44
2020-12-10,노원구,0.049,0.006,0.8,0.005,63,48
2020-12-10,도봉구,0.04,0.009,0.7,0.003,62,47
2020-12-10,동대문구,0.047,0.008,0.8,0.004,58,48
